<<<<<<< HEAD
pos	campo	tipo	nulos	ceros
176	ahorros_depositos_nueva_variable_13	numeric	0	0
177	ahorros_depositos_nueva_variable_14	numeric	0	4825327
178	ahorros_depositos_nueva_variable_15	numeric	0	246067
179	ahorros_depositos_nueva_variable_16	numeric	0	327802
180	prestamos_inversiones_nueva_variable_1	numeric	0	3592090
181	prestamos_inversiones_nueva_variable_2	numeric	0	3592426
182	prestamos_inversiones_nueva_variable_3	numeric	0	3628619
183	prestamos_inversiones_nueva_variable_4	numeric	0	3628619
184	prestamos_inversiones_nueva_variable_5	numeric	0	4871544
185	prestamos_inversiones_nueva_variable_6	numeric	0	3592426
186	prestamos_inversiones_nueva_variable_7	numeric	0	4835714
187	prestamos_inversiones_nueva_variable_8	numeric	0	3628619
188	prestamos_inversiones_nueva_variable_9	numeric	0	3628619
189	prestamos_inversiones_nueva_variable_10	integer	0	3602793
190	prestamos_inversiones_nueva_variable_11	numeric	0	4835714
191	prestamos_inversiones_nueva_variable_12	numeric	36529	4835015
192	prestamos_inversiones_nueva_variable_13	numeric	0	4871544
193	prestamos_inversiones_nueva_variable_14	numeric	0	3628619
194	prestamos_inversiones_nueva_variable_15	integer	0	3602793
195	prestamos_inversiones_nueva_variable_16	numeric	0	3592090
196	prestamos_inversiones_nueva_variable_17	integer	0	4871544
197	prestamos_inversiones_nueva_variable_18	numeric	0	4835714
198	prestamos_inversiones_nueva_variable_19	numeric	0	3592090
199	seguros_seguridad_nueva_variable_1	numeric	420628	4177672
200	seguros_seguridad_nueva_variable_2	integer	0	4744780
201	seguros_seguridad_nueva_variable_3	numeric	464747	4242239
202	seguros_seguridad_nueva_variable_4	numeric	464747	4242239
203	seguros_seguridad_nueva_variable_5	integer	0	3623527
204	seguros_seguridad_nueva_variable_6	integer	0	4183573
205	seguros_seguridad_nueva_variable_7	integer	0	4744780
206	seguros_seguridad_nueva_variable_8	numeric	618712	4088274
207	seguros_seguridad_nueva_variable_9	numeric	420628	4177672
208	seguros_seguridad_nueva_variable_10	integer	0	4706986
209	seguros_seguridad_nueva_variable_11	numeric	502541	4242239
210	seguros_seguridad_nueva_variable_12	integer	0	4008692
211	seguros_seguridad_nueva_variable_13	integer	0	4744780
212	seguros_seguridad_nueva_variable_14	numeric	567108	4177672
213	seguros_seguridad_nueva_variable_15	integer	0	3900580
214	seguros_seguridad_nueva_variable_16	numeric	99207	4772479
215	seguros_seguridad_nueva_variable_17	numeric	464747	4242239
216	seguros_seguridad_nueva_variable_18	integer	0	4598300
217	seguros_seguridad_nueva_variable_19	numeric	618712	4088274
218	transacciones_pagos_nueva_variable_1	numeric	0	2504130
219	transacciones_pagos_nueva_variable_2	numeric	0	2504076
220	transacciones_pagos_nueva_variable_3	integer	0	2517033
221	transacciones_pagos_nueva_variable_4	numeric	0	2504076
222	transacciones_pagos_nueva_variable_5	numeric	0	2605655
223	transacciones_pagos_nueva_variable_6	numeric	0	2605587
224	transacciones_pagos_nueva_variable_7	numeric	0	2605587
225	transacciones_pagos_nueva_variable_8	numeric	0	2504094
226	transacciones_pagos_nueva_variable_9	numeric	0	2504130
227	transacciones_pagos_nueva_variable_10	numeric	0	2605588
228	transacciones_pagos_nueva_variable_11	numeric	101561	4714173
229	transacciones_pagos_nueva_variable_12	numeric	0	4714173
230	transacciones_pagos_nueva_variable_13	numeric	0	2504076
231	transacciones_pagos_nueva_variable_14	numeric	0	2605588
232	transacciones_pagos_nueva_variable_15	numeric	0	4815734
233	comisiones_forex_nueva_variable_1	numeric	0	3352486
234	comisiones_forex_nueva_variable_2	numeric	1501230	3352486
235	comisiones_forex_nueva_variable_3	numeric	0	3263899
236	comisiones_forex_nueva_variable_4	numeric	73155	4780168
237	comisiones_forex_nueva_variable_5	numeric	0	3278944
238	comisiones_forex_nueva_variable_6	numeric	1516271	3337052
239	comisiones_forex_nueva_variable_7	numeric	0	3352486
240	comisiones_forex_nueva_variable_8	numeric	0	3337052
241	comisiones_forex_nueva_variable_9	numeric	0	4780168
242	comisiones_forex_nueva_variable_10	numeric	0	3337054
243	comisiones_forex_nueva_variable_11	numeric	0	3352486
244	comisiones_forex_nueva_variable_12	numeric	0	4780168
245	comisiones_forex_nueva_variable_13	numeric	0	3278938
246	comisiones_forex_nueva_variable_14	numeric	1516271	3337052
247	comisiones_forex_nueva_variable_15	numeric	15434	3337052
248	comisiones_forex_nueva_variable_16	numeric	0	3337054
249	comisiones_forex_nueva_variable_17	numeric	0	4780168
250	cheques_transferencias_nueva_variable_1	numeric	153386	4724217
251	cheques_transferencias_nueva_variable_2	numeric	153386	4724217
252	cheques_transferencias_nueva_variable_3	numeric	153386	4724217
253	cheques_transferencias_nueva_variable_4	numeric	153386	4724217
254	cheques_transferencias_nueva_variable_5	numeric	153386	4724217
255	cheques_transferencias_nueva_variable_6	numeric	153386	4724217
256	cheques_transferencias_nueva_variable_7	numeric	153386	4724217
257	cheques_transferencias_nueva_variable_8	numeric	153386	4724217
258	cheques_transferencias_nueva_variable_9	numeric	153386	4724217
259	cheques_transferencias_nueva_variable_10	numeric	153386	4724217
260	cheques_transferencias_nueva_variable_11	numeric	153386	4724217
261	cheques_transferencias_nueva_variable_12	numeric	153386	4724217
262	cheques_transferencias_nueva_variable_13	numeric	153386	4724217
263	cheques_transferencias_nueva_variable_14	numeric	153386	4724217
264	cheques_transferencias_nueva_variable_15	numeric	153386	4724217
265	cheques_transferencias_nueva_variable_16	numeric	153386	4724217
266	informacion_tarjeta_credito_nueva_variable_1	numeric	541263	4338929
267	informacion_tarjeta_credito_nueva_variable_2	numeric	541263	4330180
268	informacion_tarjeta_credito_nueva_variable_3	numeric	4874373	5819
269	informacion_tarjeta_credito_nueva_variable_4	numeric	560010	4329145
270	informacion_tarjeta_credito_nueva_variable_5	integer	541263	4314364
271	informacion_tarjeta_credito_nueva_variable_6	numeric	547081	4333111
272	informacion_tarjeta_credito_nueva_variable_7	integer	541263	4347892
273	informacion_tarjeta_credito_nueva_variable_8	numeric	541263	4784
274	informacion_tarjeta_credito_nueva_variable_9	numeric	541263	4330180
275	informacion_tarjeta_credito_nueva_variable_10	numeric	541263	4338929
276	informacion_tarjeta_credito_nueva_variable_11	numeric	541263	4784
277	informacion_tarjeta_credito_nueva_variable_12	numeric	541263	1
278	informacion_tarjeta_credito_nueva_variable_13	integer	541263	4314364
279	informacion_tarjeta_credito_nueva_variable_14	numeric	4865624	5819
280	informacion_tarjeta_credito_nueva_variable_15	numeric	541263	4330180
281	mrentabilidad_rank	numeric	417584	12082
282	mrentabilidad_annual_rank	numeric	417584	10354
283	mcomisiones_rank	numeric	417584	129278
284	mactivos_margen_rank	numeric	417584	202399
285	mpasivos_margen_rank	numeric	417584	58101
286	mcuenta_corriente_adicional_rank	numeric	0	4889978
287	mcuenta_corriente_rank	numeric	0	2425857
288	mcaja_ahorro_rank	numeric	0	327802
289	mcaja_ahorro_adicional_rank	numeric	0	4778872
290	mcaja_ahorro_dolares_rank	numeric	0	2100926
291	mcuentas_saldo_rank	numeric	153386	32670
292	mautoservicio_rank	numeric	153386	1550016
293	mtarjeta_visa_consumo_rank	numeric	153386	714248
294	mtarjeta_master_consumo_rank	numeric	153386	3005593
295	mprestamos_personales_rank	numeric	0	3628619
296	mprestamos_prendarios_rank	numeric	0	4835382
297	mprestamos_hipotecarios_rank	numeric	0	4832321
298	mplazo_fijo_dolares_rank	numeric	0	4312164
299	mplazo_fijo_pesos_rank	numeric	0	4871057
300	minversion1_pesos_rank	numeric	0	4727227
301	minversion1_dolares_rank	numeric	0	4866876
302	minversion2_rank	numeric	0	4720511
303	mpayroll_rank	numeric	0	2390279
304	mpayroll2_rank	numeric	0	4884663
305	mcuenta_debitos_automaticos_rank	numeric	0	2554449
306	mttarjeta_visa_debitos_automaticos_rank	numeric	127059	1702966
307	mttarjeta_master_debitos_automaticos_rank	numeric	0	4087041
308	mpagodeservicios_rank	numeric	0	4714243
309	mpagomiscuentas_rank	numeric	0	2605655
310	mcajeros_propios_descuentos_rank	numeric	136515	4609221
311	mtarjeta_visa_descuentos_rank	numeric	219440	4486991
312	mtarjeta_master_descuentos_rank	numeric	211207	4624474
313	mcomisiones_mantenimiento_rank	numeric	0	3352486
314	mcomisiones_otras_rank	numeric	417584	128865
315	mforex_buy_rank	numeric	0	4780168
316	mforex_sell_rank	numeric	0	4211350
317	mtransferencias_recibidas_rank	numeric	632040	1279745
318	mtransferencias_emitidas_rank	numeric	0	2378355
319	mextraccion_autoservicio_rank	numeric	153386	2295638
320	mcheques_depositados_rank	numeric	153386	4523251
321	mcheques_emitidos_rank	numeric	153386	4589856
322	mcheques_depositados_rechazados_rank	numeric	153386	4724217
323	mcheques_emitidos_rechazados_rank	numeric	153386	4727093
324	matm_rank	numeric	153386	2699790
325	matm_other_rank	numeric	153386	3561581
326	Master_mfinanciacion_limite_rank	numeric	541263	5819
327	Master_msaldototal_rank	numeric	541263	2371243
328	Master_msaldopesos_rank	numeric	541263	2385648
329	Master_msaldodolares_rank	numeric	541263	4142159
330	Master_mconsumospesos_rank	numeric	2935087	570705
331	Master_mconsumosdolares_rank	numeric	2935087	1772284
332	Master_mlimitecompra_rank	numeric	541263	0
333	Master_madelantopesos_rank	numeric	2935087	1946238
334	Master_madelantodolares_rank	numeric	2935087	1957587
335	Master_mpagado_rank	numeric	541263	4063266
336	Master_mpagospesos_rank	numeric	2935087	184783
337	Master_mpagosdolares_rank	numeric	2935087	1823127
338	Master_mconsumototal_rank	numeric	2935087	570705
339	Master_mpagominimo_rank	numeric	541263	2646939
340	Visa_mfinanciacion_limite_rank	numeric	327901	6851
341	Visa_msaldototal_rank	numeric	205561	463067
342	Visa_msaldopesos_rank	numeric	205561	466548
343	Visa_msaldodolares_rank	numeric	205561	3917189
344	Visa_mconsumospesos_rank	numeric	661099	367519
345	Visa_mconsumosdolares_rank	numeric	661099	2448067
346	Visa_mlimitecompra_rank	numeric	205561	0
347	Visa_madelantopesos_rank	numeric	661099	4210604
348	Visa_madelantodolares_rank	numeric	661099	4230262
349	Visa_mpagado_rank	numeric	205561	3927115
350	Visa_mpagospesos_rank	numeric	661099	139659
351	Visa_mpagosdolares_rank	numeric	661099	3708615
352	Visa_mconsumototal_rank	numeric	661099	367519
353	Visa_mpagominimo_rank	numeric	205561	734129
354	mpayroll_sobre_edad_rank	numeric	31	2390279
355	mv_status07_rank	numeric	0	4692655
356	vm_mfinanciacion_limite_rank	numeric	0	196362
357	vm_msaldototal_rank	numeric	0	598064
358	vm_msaldopesos_rank	numeric	0	601773
359	vm_msaldodolares_rank	numeric	0	4009618
360	vm_mconsumospesos_rank	numeric	0	931678
361	vm_mconsumosdolares_rank	numeric	0	3054873
362	vm_mlimitecompra_rank	numeric	0	176316
363	vm_madelantopesos_rank	numeric	0	4866104
364	vm_madelantodolares_rank	numeric	0	4891198
365	vm_mpagado_rank	numeric	0	4000289
366	vm_mpagospesos_rank	numeric	0	719773
367	vm_mpagosdolares_rank	numeric	0	4286370
368	vm_mconsumototal_rank	numeric	0	931678
>>>>>>> 835112a1ba0ad51e119390a9eff12621de3a3b9a
369	vm_mpagominimo_rank	numeric	0	808085
